country,date,station,tl_cm,wt_g,sex,maturity,year,month,quarter
Tanzania,2013-10-03T00:00:00Z,Kweru Is,9.6,10,NA,I,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Kweru Is,8.4,7,NA,I,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Kweru Is,13,20,NA,I,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Ushengere,57.3,2700,F,III,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Ushengere,58,2220,F,III,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Ushengere,54.8,1940,F,III,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Ushengere,74,6150,M,VI,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Ushengere,47.5,1260,M,IV,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Ushengere,45.7,1230,M,III,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Ushengere,51.3,1570,M,III,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Ushengere,39,660,F,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Ushengere,39.5,730,F,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Ushengere,51.1,1400,M,III,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Ushengere,40.1,740,F,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Ushengere,43.3,1010,M,III,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Ushengere,40.1,820,M,III,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Ushengere,37.4,660,M,III,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Ushengere,43,1000,M,III,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Ushengere,36.4,570,F,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Ushengere,38.5,670,F,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Ushengere,33.7,460,M,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Ushengere,34,470,M,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Ushengere,33.3,420,M,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Ushengere,31.2,360,M,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Ushengere,29.5,300,F,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Ushengere,27.5,260,F,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Ushengere,29.7,360,F,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Ushengere,28.8,300,F,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Ushengere,26.3,220,F,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Ushengere,26.2,220,M,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Ushengere,23,160,NA,I,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Ushengere,21.5,130,NA,I,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Ushengere,23,180,NA,I,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Ushengere,18.9,100,NA,I,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Ushengere,19.4,110,NA,I,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Ushengere,40.4,800,F,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Ushengere,29.4,320,F,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Igari,48.3,1340,M,III,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Igari,60.5,2640,F,III,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Igari,49,1550,M,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Igari,47.5,1420,F,III,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Igari,43.6,1040,F,III,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Igari,38.7,760,M,III,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Igari,40,740,F,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Igari,36,610,M,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Igari,33.7,460,M,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Igari,38.3,780,F,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Igari,37.1,660,M,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Igari,49,1540,F,III,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Igari,24.4,190,F,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Igari,37,730,M,III,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Igari,42.8,1050,M,III,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Igari,40,820,F,III,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Igari,35.3,570,F,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Igari,40.2,790,F,III,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Igari,33.4,500,F,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Igari,32,400,M,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Igari,25.5,230,F,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Igari,31.8,420,F,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Igari,33.3,470,F,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Igari,29.8,320,M,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Igari,29.2,310,F,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Igari,28.1,300,M,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Igari,26.1,260,F,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Igari,26.7,270,F,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Igari,25.2,190,F,II,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Igari,16.1,60,NA,I,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Igari,14.2,20,NA,I,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Igari,57.5,2480,F,III,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Igari,43.1,1050,F,III,2013,Oct,4
Tanzania,2013-10-03T00:00:00Z,Igari,42.5,1070,M,III,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Wiru,45.6,1130,F,III,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Wiru,41.4,900,F,III,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Wiru,42.2,820,M,III,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Wiru,44.8,1130,F,III,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Wiru,38.7,700,M,III,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Wiru,42.4,920,M,III,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Wiru,41.2,850,F,III,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Wiru,37.6,660,M,III,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Wiru,39.1,690,M,III,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Wiru,44.6,1040,M,III,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Wiru,41.5,860,F,III,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Wiru,37.8,630,M,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Wiru,28.3,270,F,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Wiru,43.8,1060,F,III,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Wiru,37.7,600,F,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Wiru,31.8,400,M,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Wiru,37.1,620,M,III,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Wiru,30.6,340,M,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Wiru,24.2,200,M,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Wiru,33.5,420,F,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Wiru,33.5,520,F,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Wiru,24.1,170,M,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Wiru,28.6,300,F,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Wiru,28.7,250,M,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Wiru,24.3,160,M,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Wiru,24.4,170,M,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Wiru,26.7,230,NA,I,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Wiru,25.7,210,F,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Wiru,28,270,F,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Wiru,32.5,450,M,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Wiru,24.8,170,NA,I,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Wiru,118.4,22000,F,IV,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Kunene,104.5,12500,F,IV,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Kunene,51,1700,M,IV,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Kunene,39.8,810,F,III,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Kunene,41.5,900,M,III,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Kunene,40.5,750,M,III,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Kunene,39.5,780,F,III,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Kunene,39,830,M,III,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Kunene,38.3,700,M,III,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Kunene,37,670,F,III,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Kunene,37.3,580,F,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Kunene,35.1,570,F,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Kunene,33.3,420,F,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Kunene,32.6,420,F,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Kunene,29,310,M,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Kunene,31.1,400,F,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Kunene,37.4,620,M,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Kunene,38.7,720,M,III,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Kunene,46.3,1100,F,III,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Kunene,40,890,M,III,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Kunene,30,320,M,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Kunene,31.5,400,M,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Kunene,32.3,410,M,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Kunene,32.1,440,M,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Kunene,38,640,M,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Kunene,29.6,350,F,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Kunene,36.1,540,M,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Kunene,29.8,330,M,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Kunene,27,250,NA,I,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Kunene,29.2,320,M,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Kunene,28,260,F,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Kunene,28.1,290,F,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Ukara channel,65.3,3480,F,III,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Ukara channel,62.1,2750,F,III,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Ukara channel,51.7,1750,M,IV,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Ukara channel,40,780,M,III,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Ukara channel,43.2,1000,M,III,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Ukara channel,42.1,890,M,IV,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Ukara channel,50.3,1830,M,IV,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Ukara channel,50.8,1460,F,III,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Ukara channel,38.3,700,M,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Ukara channel,48.8,1410,M,III,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Ukara channel,55,1770,F,III,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Ukara channel,38.1,700,F,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Ukara channel,36.4,600,M,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Ukara channel,35.3,600,M,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Ukara channel,32.3,410,M,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Ukara channel,33.7,460,F,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Ukara channel,30,340,M,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Ukara channel,25.3,220,M,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Ukara channel,30,330,F,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Ukara channel,28.4,290,M,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Ukara channel,30.2,350,M,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Ukara channel,24.6,190,M,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Ukara channel,28,260,NA,I,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Ukara channel,22.2,140,NA,I,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Ukara channel,19.4,100,NA,I,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Ukara channel,22.3,150,NA,I,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Ukara channel,27.5,260,F,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Ukara channel,28.5,280,M,II,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Ukara channel,23.5,170,NA,I,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Ukara channel,19.1,100,NA,I,2013,Oct,4
Tanzania,2013-10-02T00:00:00Z,Ukara channel,17.1,70,NA,I,2013,Oct,4
Tanzania,2013-10-01T00:00:00Z,Nafuba,72.9,5450,M,VI,2013,Oct,4
Tanzania,2013-10-01T00:00:00Z,Nafuba,45.5,1070,M,III,2013,Oct,4
Tanzania,2013-10-01T00:00:00Z,Nafuba,42.6,960,M,III,2013,Oct,4
Tanzania,2013-10-01T00:00:00Z,Nafuba,40.8,820,F,II,2013,Oct,4
Tanzania,2013-10-01T00:00:00Z,Nafuba,49.5,1350,M,III,2013,Oct,4
Tanzania,2013-10-01T00:00:00Z,Nafuba,44.5,1070,F,III,2013,Oct,4
Tanzania,2013-10-01T00:00:00Z,Nafuba,41.6,900,F,III,2013,Oct,4
Tanzania,2013-10-01T00:00:00Z,Nafuba,33.8,460,F,II,2013,Oct,4
Tanzania,2013-10-01T00:00:00Z,Nafuba,39.5,750,M,III,2013,Oct,4
Tanzania,2013-10-01T00:00:00Z,Nafuba,37.3,550,F,II,2013,Oct,4
Tanzania,2013-10-01T00:00:00Z,Nafuba,46.4,1110,M,III,2013,Oct,4
Tanzania,2013-10-01T00:00:00Z,Nafuba,31.6,400,F,II,2013,Oct,4
Tanzania,2013-10-01T00:00:00Z,Nafuba,29.6,340,M,II,2013,Oct,4
Tanzania,2013-10-01T00:00:00Z,Nafuba,35.7,540,M,III,2013,Oct,4
Tanzania,2013-10-01T00:00:00Z,Nafuba,29.7,310,M,II,2013,Oct,4
Tanzania,2013-10-01T00:00:00Z,Nafuba,26.2,230,NA,I,2013,Oct,4
Tanzania,2013-10-01T00:00:00Z,Nafuba,27.7,280,M,II,2013,Oct,4
Tanzania,2013-10-01T00:00:00Z,Nafuba,26.3,240,F,II,2013,Oct,4
Tanzania,2013-10-01T00:00:00Z,Nafuba,22.7,200,F,II,2013,Oct,4
Tanzania,2013-10-01T00:00:00Z,Nafuba,27.4,250,F,II,2013,Oct,4
Tanzania,2013-10-01T00:00:00Z,Nafuba,24.3,200,NA,I,2013,Oct,4
Tanzania,2013-10-01T00:00:00Z,Nafuba,22.5,160,NA,I,2013,Oct,4
Tanzania,2013-10-01T00:00:00Z,Nafuba,42.5,930,F,III,2013,Oct,4
Tanzania,2013-10-01T00:00:00Z,Nafuba,43.3,980,F,III,2013,Oct,4
Tanzania,2013-10-01T00:00:00Z,Nafuba,51,1560,F,III,2013,Oct,4
Tanzania,2013-10-01T00:00:00Z,Nafuba,43.2,950,F,III,2013,Oct,4
Tanzania,2013-10-01T00:00:00Z,Nafuba,44,1050,F,III,2013,Oct,4
Tanzania,2013-10-01T00:00:00Z,Nafuba,40.2,850,M,V,2013,Oct,4
Tanzania,2013-10-01T00:00:00Z,Nafuba,39.5,750,F,III,2013,Oct,4
Tanzania,2013-10-01T00:00:00Z,Nafuba,20.7,150,NA,I,2013,Oct,4
Tanzania,2013-10-01T00:00:00Z,Nafuba,25.6,250,F,II,2013,Oct,4
Tanzania,2013-10-01T00:00:00Z,Nafuba,68.2,4050,M,V,2013,Oct,4
Tanzania,2013-10-01T00:00:00Z,Tefu,54.5,1900,M,IV,2013,Oct,4
Tanzania,2013-09-30T00:00:00Z,Lamadi,22.5,100,NA,I,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Lamadi,42.6,850,M,III,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Lamadi,49.2,1400,F,III,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Lamadi,49.4,300,F,II,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Lamadi,19.2,105,NA,I,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Lamadi,22.3,150,NA,I,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Lamadi,30.5,330,F,II,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Lamadi,11,20,NA,I,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Lamadi,14.5,50,NA,I,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Lamadi,35.5,200,F,II,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Lamadi,46.5,1190,F,III,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Lamadi,24.2,175,NA,I,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Lamadi,12.1,30,NA,I,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Lamadi,35,470,M,II,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Lamadi,26,240,M,II,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Lamadi,43.1,850,M,III,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Lamadi,26.2,205,NA,I,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Lamadi,32,380,F,II,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Lamadi,31.4,350,F,II,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Lamadi,54.1,2000,M,IV,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Lamadi,24,180,NA,I,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Lamadi,21.8,130,NA,I,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Lamadi,22,150,NA,I,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Lamadi,11.7,35,NA,I,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Lamadi,13.2,55,NA,I,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Lamadi,24.9,200,NA,I,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Lamadi,22.8,150,NA,I,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Lamadi,25,185,M,II,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Lamadi,25.1,195,NA,I,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Lamadi,17.7,75,NA,I,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Bulamba,18.1,90,NA,I,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Bulamba,28.1,300,M,II,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Bulamba,9.4,15,NA,I,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Bulamba,25,230,M,II,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Bulamba,26.5,250,F,II,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Bulamba,10.4,15,NA,I,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Bulamba,23.4,200,NA,I,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Bulamba,27.5,250,M,II,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Bulamba,36.1,560,M,II,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Bulamba,21,140,NA,I,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Bulamba,28.7,310,M,II,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Bulamba,22.3,150,NA,I,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Bulamba,23,140,NA,I,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Bulamba,32.5,400,F,II,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Bulamba,53.2,1500,M,III,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Bulamba,23,160,NA,I,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Bulamba,48.7,1310,F,III,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Bulamba,45.5,1000,F,III,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Bulamba,37.5,260,F,II,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Bulamba,38.6,650,F,II,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Bulamba,27,200,NA,I,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Bulamba,25,120,NA,I,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Bulamba,39.2,700,M,II,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Bulamba,30.1,310,F,II,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Bulamba,27.3,240,M,II,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Bulamba,24.7,200,NA,I,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Bulamba,43.8,950,M,III,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Bulamba,45.5,1100,M,III,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Bulamba,26,200,F,II,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Bulamba,32.8,200,M,II,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Musoma pt,56,2000,M,V,2013,Sep,3
Tanzania,2013-09-30T00:00:00Z,Humi,65.5,3700,F,III,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Hippo Is,52.6,1800,M,IV,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Hippo Is,56.4,1750,F,III,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Hippo Is,37,500,F,II,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Hippo Is,35.3,450,F,II,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Hippo Is,34.5,440,F,II,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Hippo Is,42.3,830,F,II,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Hippo Is,39.5,650,M,II,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Hippo Is,43.5,900,F,II,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Hippo Is,39.2,700,F,II,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Hippo Is,30,350,M,II,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Hippo Is,35.8,450,F,II,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Hippo Is,30.2,300,F,II,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Hippo Is,31,400,F,II,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Hippo Is,32.6,350,F,II,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Hippo Is,25.5,200,F,II,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Hippo Is,23.3,110,NA,I,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Hippo Is,29.1,240,M,II,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Hippo Is,26.1,150,F,II,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Hippo Is,22.4,100,NA,I,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Hippo Is,19.2,80,NA,I,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Hippo Is,20.9,50,NA,I,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Hippo Is,19.2,40,NA,I,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Hippo Is,15,30,NA,I,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Hippo Is,17.5,30,NA,I,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Hippo Is,17.6,30,NA,I,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Hippo Is,15,20,NA,I,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Hippo Is,16.2,20,NA,I,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Hippo Is,16.1,20,NA,I,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Hippo Is,15.4,15,NA,I,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Hippo Is,14.1,10,NA,I,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Hippo Is,13.4,10,NA,I,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Hippo Is,12.3,8,NA,I,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Hippo Is,60,2100,M,IV,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Vessi,49.3,1450,F,III,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Vessi,62.5,3150,M,V,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Vessi,51.1,1550,M,III,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Vessi,38.1,650,M,II,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Vessi,45,1150,M,III,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Vessi,40.2,730,F,II,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Vessi,44.2,1010,F,II,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Vessi,50.5,1550,M,IV,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Vessi,44.6,1060,F,III,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Vessi,39.4,750,M,II,2013,Sep,3
Tanzania,2013-09-29T00:00:00Z,Vessi,37.5,640,F,II,2013,Sep,3
